epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,8.88067,4.24512,3.8715,0.95962,0,0,0,0,4.69084,3.94696,0.90845,0,0,0
2,17.0248,4.84357,3.95942,0.97708,0,0,0,0,4.61478,3.90964,0.89039,1.9802e-05,1.9802e-05,1.9802e-05
3,24.6631,4.37754,3.81714,0.99571,0,0,0,0,4.48009,3.84957,0.85952,3.9208e-05,3.9208e-05,3.9208e-05
4,34.2061,5.77079,4.23819,1.00807,0,0,0,0,4.2671,3.78837,0.81398,5.8218e-05,5.8218e-05,5.8218e-05
5,41.8984,4.08797,3.74779,0.79866,0,0,0,0,4.18274,3.74613,0.7766,7.6832e-05,7.6832e-05,7.6832e-05
6,51.4061,4.7995,3.68147,0.80398,0,0,0,0,4.36578,3.72097,0.74733,9.505e-05,9.505e-05,9.505e-05
7,61.3659,4.66312,3.63358,0.79317,0,0,0,0,4.70296,3.7212,0.72561,0.000112872,0.000112872,0.000112872
8,69.7564,4.68732,3.34091,0.77771,0,0,0,0,5.09951,3.79412,0.72944,0.000130298,0.000130298,0.000130298
9,80.0483,4.96995,3.43452,0.71958,0,0,0,0,5.56213,3.95592,0.75429,0.000147328,0.000147328,0.000147328
10,88.0368,4.5998,3.13665,0.76477,0,0,0,0,5.80078,4.14507,0.77501,0.000163962,0.000163962,0.000163962
11,96.8973,4.78555,2.92685,0.72222,0,0,0,0,5.86252,4.17451,0.78502,0.0001802,0.0001802,0.0001802
12,106.717,4.61816,2.67657,0.74112,0,0,0,0,5.64471,3.95736,0.76841,0.000196042,0.000196042,0.000196042
13,114.342,4.33319,2.58342,0.6984,0,0,0,0,5.19655,3.7512,0.74229,0.000211488,0.000211488,0.000211488
14,124.841,4.44008,2.27015,0.72382,0,0,0,0,4.59037,3.60932,0.71752,0.000226538,0.000226538,0.000226538
15,133.572,4.09881,2.09822,0.72941,0,0,0,0,4.16038,3.5136,0.70277,0.000241192,0.000241192,0.000241192
16,143.53,3.76474,1.87466,0.7452,0,0,0,0,3.89796,3.44235,0.69701,0.00025545,0.00025545,0.00025545
17,154.959,5.18559,1.93493,0.71365,0,0,0,0,3.83662,3.38207,0.69549,0.000269312,0.000269312,0.000269312
18,165.106,4.69419,2.01277,0.70062,0,0,0,0,3.83662,3.38207,0.69549,0.000282778,0.000282778,0.000282778
