epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
107,5606.67,2.88173,1.12036,0.6819,0.7383,0.61801,0.62449,0.21703,2.51164,1.08988,0.69755,0.0014259,0.0014259,0.0014259
108,5661.76,2.84749,1.19198,0.69201,0.73203,0.63403,0.6186,0.21375,2.5045,1.0801,0.69595,0.00141105,0.00141105,0.00141105
109,5712.62,2.91193,1.12374,0.68463,0.73523,0.60836,0.61549,0.20398,2.54745,1.04991,0.69537,0.0013962,0.0013962,0.0013962
110,5762.91,2.90147,1.09881,0.67747,0.73205,0.60676,0.61748,0.21247,2.51246,1.02788,0.69646,0.00138135,0.00138135,0.00138135
111,5814.1,2.8672,1.17759,0.68714,0.72544,0.61383,0.61134,0.20459,2.53583,1.07375,0.69776,0.0013665,0.0013665,0.0013665
112,5864.36,2.9042,1.12531,0.68136,0.73438,0.61512,0.62362,0.21044,2.52109,1.05205,0.6965,0.00135165,0.00135165,0.00135165
113,5914.6,2.83003,1.13163,0.68659,0.72702,0.60117,0.62085,0.21462,2.50607,1.05377,0.69651,0.0013368,0.0013368,0.0013368
114,5964.92,2.8866,1.12577,0.68139,0.73988,0.62553,0.62623,0.21715,2.50788,1.02276,0.69701,0.00132195,0.00132195,0.00132195
115,6015,2.8838,1.13906,0.68533,0.74433,0.62278,0.62834,0.21612,2.51897,1.07652,0.69768,0.0013071,0.0013071,0.0013071
116,6069.91,2.87938,1.12749,0.67751,0.747,0.62702,0.63247,0.21919,2.49939,1.0386,0.69627,0.00129225,0.00129225,0.00129225
117,6119.79,2.86821,1.15095,0.68854,0.72875,0.62161,0.62231,0.21224,2.51063,1.03334,0.69687,0.0012774,0.0012774,0.0012774
118,6170.15,2.90308,1.1835,0.69094,0.73297,0.62171,0.60668,0.21032,2.54922,1.12088,0.70023,0.00126255,0.00126255,0.00126255
119,6223.9,2.88805,1.1389,0.681,0.73877,0.61952,0.62506,0.21816,2.51355,1.02699,0.69571,0.0012477,0.0012477,0.0012477
120,6274.29,2.8507,1.15318,0.68499,0.73963,0.62435,0.62291,0.21783,2.48773,1.01849,0.69696,0.00123285,0.00123285,0.00123285
121,6324.37,2.83353,1.15205,0.68638,0.71784,0.59137,0.60245,0.19565,2.58869,1.09627,0.70096,0.001218,0.001218,0.001218
122,6374.63,2.84077,1.13979,0.69148,0.74237,0.63678,0.63597,0.2165,2.52747,1.04921,0.69693,0.00120315,0.00120315,0.00120315
123,6428.57,2.84617,1.10786,0.68205,0.74993,0.62146,0.63216,0.22083,2.47777,1.07923,0.69411,0.0011883,0.0011883,0.0011883
124,6479.12,2.89118,1.13187,0.6779,0.74746,0.62232,0.62805,0.2213,2.49357,1.04801,0.69664,0.00117345,0.00117345,0.00117345
125,6532,2.89422,1.13663,0.68365,0.74759,0.63248,0.63099,0.21871,2.50951,1.13781,0.69564,0.0011586,0.0011586,0.0011586
126,6582.65,2.88275,1.12215,0.68223,0.73618,0.63589,0.62166,0.21641,2.51419,1.17829,0.69844,0.00114375,0.00114375,0.00114375
127,6633.08,2.86865,1.13299,0.6857,0.73542,0.60683,0.61936,0.21838,2.50392,1.01939,0.69518,0.0011289,0.0011289,0.0011289
128,6683.36,2.86819,1.171,0.68874,0.73919,0.6224,0.63085,0.21404,2.5217,1.05175,0.6937,0.00111405,0.00111405,0.00111405
129,6733.74,2.84096,1.16435,0.68551,0.74717,0.62602,0.63498,0.21658,2.49084,1.03879,0.6952,0.0010992,0.0010992,0.0010992
130,6784.43,2.86257,1.17533,0.68482,0.73494,0.64668,0.63818,0.21945,2.49414,1.14409,0.69609,0.00108435,0.00108435,0.00108435
131,6840.68,2.81339,1.13285,0.69412,0.73259,0.61654,0.62967,0.21312,2.52508,1.04373,0.69538,0.0010695,0.0010695,0.0010695
132,6891.47,2.84613,1.12997,0.68743,0.73886,0.61655,0.61452,0.21612,2.51585,1.0357,0.69607,0.00105465,0.00105465,0.00105465
133,6942.34,2.85876,1.13377,0.68523,0.74599,0.62778,0.63235,0.22124,2.48474,1.03652,0.69618,0.0010398,0.0010398,0.0010398
134,6992.72,2.87193,1.12839,0.68489,0.74915,0.62374,0.63117,0.22403,2.47929,1.01747,0.69644,0.00102495,0.00102495,0.00102495
135,7043.18,2.83689,1.09318,0.6792,0.75377,0.62934,0.63541,0.2232,2.49083,1.02371,0.69543,0.0010101,0.0010101,0.0010101
136,7093.79,2.83962,1.12547,0.68996,0.75603,0.64351,0.64164,0.22907,2.46353,1.05939,0.69555,0.00099525,0.00099525,0.00099525
137,7148.21,2.76656,1.10981,0.6915,0.75044,0.63035,0.63354,0.22409,2.48915,1.02774,0.69417,0.0009804,0.0009804,0.0009804
138,7198,2.84741,1.15081,0.68701,0.75098,0.63938,0.64,0.22536,2.49665,1.02181,0.69542,0.00096555,0.00096555,0.00096555
139,7259.89,2.83982,1.13359,0.68835,0.74341,0.62214,0.62675,0.22156,2.48476,1.05648,0.69422,0.0009507,0.0009507,0.0009507
140,7309.77,2.81348,1.08437,0.68657,0.74788,0.63471,0.63837,0.22738,2.47411,1.0163,0.69515,0.00093585,0.00093585,0.00093585
141,7359.29,2.81209,1.08295,0.68728,0.75068,0.6349,0.64093,0.22683,2.48088,1.02679,0.69399,0.000921,0.000921,0.000921
142,7409.11,2.7756,1.07276,0.68519,0.75633,0.64104,0.63989,0.22664,2.46752,1.06375,0.69602,0.00090615,0.00090615,0.00090615
143,7459.13,2.85794,1.1129,0.68492,0.74519,0.62941,0.62752,0.22303,2.49654,1.02343,0.69473,0.0008913,0.0008913,0.0008913
144,7508.79,2.82913,1.14493,0.6834,0.75244,0.62029,0.63685,0.2266,2.49028,1.02178,0.69364,0.00087645,0.00087645,0.00087645
145,7559.27,2.81154,1.16469,0.68755,0.74782,0.64349,0.63932,0.22677,2.46826,1.07385,0.69518,0.0008616,0.0008616,0.0008616
146,7608.97,2.83787,1.13503,0.68406,0.74407,0.63415,0.6289,0.22126,2.48145,1.05847,0.69559,0.00084675,0.00084675,0.00084675
147,7658.29,2.82167,1.14811,0.68763,0.74559,0.61726,0.63782,0.22146,2.5007,1.00786,0.69461,0.0008319,0.0008319,0.0008319
148,7708.21,2.83777,1.10573,0.68626,0.75196,0.63595,0.63688,0.22411,2.49134,1.01787,0.69557,0.00081705,0.00081705,0.00081705
149,7761.37,2.77356,1.12088,0.69007,0.7461,0.62805,0.63662,0.22711,2.47639,0.9916,0.69418,0.0008022,0.0008022,0.0008022
150,7814.85,2.7355,1.09566,0.68841,0.75356,0.63122,0.64525,0.22879,2.4673,1.00769,0.69446,0.00078735,0.00078735,0.00078735
151,7864.84,2.76764,1.10013,0.69113,0.75364,0.64134,0.64379,0.22917,2.4711,1.02986,0.69481,0.0007725,0.0007725,0.0007725
152,7914.88,2.81566,1.1133,0.68248,0.75682,0.63899,0.64641,0.22903,2.46953,1.01556,0.69448,0.00075765,0.00075765,0.00075765
153,7965.55,2.83015,1.09094,0.67918,0.74692,0.63317,0.64446,0.22707,2.47854,1.0116,0.69389,0.0007428,0.0007428,0.0007428
154,8015.44,2.8273,1.11317,0.68492,0.75298,0.63822,0.64547,0.22505,2.47687,1.02031,0.69446,0.00072795,0.00072795,0.00072795
155,8065.78,2.8682,1.08416,0.67768,0.74799,0.64132,0.64727,0.2231,2.49195,1.00707,0.69415,0.0007131,0.0007131,0.0007131
156,8116.19,2.84047,1.08453,0.68418,0.76222,0.64743,0.65831,0.23631,2.45691,0.99034,0.69401,0.00069825,0.00069825,0.00069825
157,8166.1,2.76392,1.088,0.68581,0.76023,0.64262,0.65247,0.23567,2.44908,0.99855,0.69416,0.0006834,0.0006834,0.0006834
158,8216.78,2.80296,1.07408,0.68551,0.7618,0.64055,0.64153,0.23214,2.44945,1.00475,0.69385,0.00066855,0.00066855,0.00066855
159,8266.53,2.81742,1.07499,0.6789,0.75383,0.63591,0.63567,0.23053,2.45664,1.00551,0.69363,0.0006537,0.0006537,0.0006537
160,8316.38,2.8065,1.08476,0.6862,0.76248,0.64269,0.65626,0.2335,2.46176,0.99485,0.69362,0.00063885,0.00063885,0.00063885
161,8366.2,2.79806,1.07589,0.67815,0.7527,0.64464,0.64747,0.22644,2.47099,1.02783,0.69372,0.000624,0.000624,0.000624
162,8417.98,2.75767,1.07446,0.68942,0.75524,0.64127,0.64081,0.22993,2.46397,1.00257,0.6934,0.00060915,0.00060915,0.00060915
163,8467.95,2.83254,1.0853,0.68189,0.76068,0.63272,0.64827,0.2344,2.44663,1.00207,0.69329,0.0005943,0.0005943,0.0005943
164,8517.5,2.82661,1.06453,0.674,0.76146,0.64462,0.65677,0.23159,2.46977,1.01329,0.69315,0.00057945,0.00057945,0.00057945
165,8567.22,2.81649,1.11337,0.68546,0.76031,0.64055,0.6523,0.23689,2.44559,0.98023,0.69303,0.0005646,0.0005646,0.0005646
166,8616.92,2.80076,1.03571,0.67923,0.75997,0.63155,0.64355,0.23476,2.45754,0.97641,0.69385,0.00054975,0.00054975,0.00054975
167,8666.91,2.7686,1.08325,0.68715,0.7544,0.63864,0.63631,0.22793,2.47346,1.0195,0.69489,0.0005349,0.0005349,0.0005349
168,8716.82,2.84538,1.07838,0.68004,0.76345,0.6392,0.6536,0.23666,2.44381,0.97944,0.69402,0.00052005,0.00052005,0.00052005
169,8766.61,2.78847,1.08505,0.69056,0.76892,0.64301,0.65868,0.235,2.45,1.00476,0.69365,0.0005052,0.0005052,0.0005052
170,8816.42,2.76698,1.11103,0.69064,0.76446,0.65719,0.65732,0.23984,2.4313,1.02003,0.69284,0.00049035,0.00049035,0.00049035
171,8866.27,2.80485,1.08615,0.68903,0.76812,0.63486,0.65912,0.23838,2.43739,1.01209,0.69315,0.0004755,0.0004755,0.0004755
172,8916.84,2.79879,1.07033,0.67905,0.76945,0.65025,0.66168,0.24366,2.42628,0.98177,0.6941,0.00046065,0.00046065,0.00046065
173,8966.32,2.80624,1.07652,0.67918,0.76922,0.64529,0.65751,0.23808,2.43983,0.99925,0.69379,0.0004458,0.0004458,0.0004458
174,9016.05,2.81902,1.0889,0.6776,0.76977,0.64561,0.65742,0.23553,2.45181,0.99731,0.69317,0.00043095,0.00043095,0.00043095
175,9083.97,2.81159,1.07035,0.6856,0.76401,0.64198,0.65221,0.23745,2.43846,0.98781,0.69305,0.0004161,0.0004161,0.0004161
176,9133.95,2.81093,1.0973,0.68155,0.76975,0.65349,0.66475,0.24178,2.42568,0.991,0.69254,0.00040125,0.00040125,0.00040125
177,9183.62,2.78387,1.08604,0.68276,0.76815,0.64843,0.6614,0.23755,2.4338,0.98913,0.69217,0.0003864,0.0003864,0.0003864
178,9233.66,2.8048,1.0712,0.68085,0.76833,0.63735,0.65738,0.23868,2.42751,0.98529,0.69261,0.00037155,0.00037155,0.00037155
179,9283.19,2.76447,1.05599,0.6847,0.76609,0.65406,0.6602,0.23398,2.43767,1.00394,0.69267,0.0003567,0.0003567,0.0003567
180,9332.63,2.72874,1.07155,0.6881,0.76067,0.6376,0.64576,0.2337,2.43815,0.9888,0.69249,0.00034185,0.00034185,0.00034185
181,9399.7,2.77607,1.06819,0.68286,0.76997,0.64205,0.66242,0.23773,2.42943,1.00033,0.69208,0.000327,0.000327,0.000327
182,9449.22,2.76466,1.07256,0.68152,0.76547,0.64708,0.6527,0.2382,2.42867,1.00794,0.69259,0.00031215,0.00031215,0.00031215
183,9498.78,2.82586,1.07576,0.676,0.77454,0.64483,0.6656,0.24093,2.43123,0.9852,0.69264,0.0002973,0.0002973,0.0002973
184,9548.26,2.76018,1.07267,0.68008,0.77112,0.64921,0.66161,0.24115,2.42946,0.99289,0.69227,0.00028245,0.00028245,0.00028245
